DATE,AIRCRAFT MAKE & MODEL,AIRCRAFT IDENT,ROUTE OF FLIGHT,Legs,DURATION,LANDINGS DAY,LANDINGS NIGHT,INSTRUMENT,SIMULATED INSTRUMENT,APPROACHES & TYPE,NIGHT,SIMULATOR,CROSS COUNTRY,SOLO,PILOT IN COMMAND,SECOND IN COMMAND,DUAL,INSTRUCTOR,FLIGHT COST,EXPENSES,Fuel (gal)
1997-06-22,PA28-151,N40857,6B6 BED 6B6,1,0.7,3,1,,,,0.2,,,,0.7,,,,,,
1997-06-23,PA28-151,N40857,6B6 VSF CNH 6B6,1,2,3,,,,,,,2,,2,,,,,,
1997-06-24,PA28-151,N40857,6B6 BED 1B9 BED,1,1.3,5,,,,,,,,,1.3,,,,,,
1997-06-27,PA28-151,N40857,BED TAN EWB BED,1,1.6,3,,,,,,,1.6,,1.6,,,,,,
1997-06-28,PA28-151,N40857,6B6 WST BED,1,1.6,2,,,,,,,1.6,,1.6,,,,,$1.80,
1997-06-28,PA28-151,N40857,BED 6B6,1,0.3,1,,,,,,,,,0.3,,,,,,
1997-06-29,PA28-151,N40857,6B6 GFL,1,1.2,1,,,,,,,1.2,,1.2,,,,,,
1997-06-29,PA28-151,N40857,GFL 6B6 BED,1,1.3,2,,,,,,,1.3,,1.3,,,,,,
1997-06-30,PA28-151,N40857,BED 6B6,1,0.3,,1,,,,0.3,,,,0.3,,,,,,
1997-07-01,PA28-151,N40857,6B6 WST BED,1,1.6,2,,,,,,,1.6,,1.6,,,,,,
1997-07-01,PA28-151,N40857,BED 5M6 8B1 BED,1,1.4,3,,,,,,,,,1.4,,,,,,
1997-07-05,PA28-151,N40857,BED PVC BED,1,1.7,2,,,,,,,1.7,,1.7,,,,,,
1997-07-06,PA28-151,N40857,BED MVY,1,1.4,1,,,,,,,1.4,,1.4,,,,,,
1997-07-06,PA28-151,N40857,MVY BID WST BED,1,4.1,3,,,,,,,4.1,,4.1,,,,,,
1997-07-10,PA28-151,N40857,BED HFD 22B 4B8 MMK 3B9 42B 9B1 BED,1,3,8,,,,,,,3,,3,,,,,,
1997-07-11,PA28-151,N40857,BED 8B8 BED,1,1.9,1,1,,,,0.1,,1.9,,1.9,,,,,,
1997-07-14,PA28-151,N40857,BED B19 3B4 BED,1,1.9,3,,,,,,,1.9,,1.9,,,,,,
1997-07-14,PA28-151,N40857,BED ORH BED,1,0.9,2,,,,,,,,,0.9,,,,,,
1997-07-15,PA28-151,N40857,BED BED,1,1.3,1,,1.2,,3,,,,,1.3,,,,,,
1997-07-17,PA28-151,N40857,BED ORH 6B6,1,0.9,2,,,,,,,,,0.9,,,,,,
1997-07-18,PA28-151,N40857,6B6 EEN 6B6,1,1.4,2,,,,,,,1.4,,1.4,,,,,,
1997-07-20,PA28-151,N40857,6B6 GFL,1,1.3,1,,,,,,,1.3,,1.3,,,,,,
1997-07-20,PA28-151,N40857,GFL 5B2 AFN 6B6,1,1.7,3,,,,,,,1.7,,1.7,,,,,,
1997-07-22,PA28-151,N40857,6B6 BED,1,0.3,1,,,,,,,,,0.3,,,,,,
1997-07-23,PA28-151,N40857,BED PVC BED,1,1.9,1,1,,,,0.5,,1.9,,1.9,,,,,,
1997-07-24,PA28-151,N40857,BED FIT 0B5 BED,1,1.4,3,,,,,,,1.4,,1.4,,,,,,
1997-07-28,PA28-151,N40857,BED 6B6,1,0.3,1,,,,,,,,,0.3,,,,,,
1997-07-29,PA28-151,N40857,6B6 WST BED,1,1.7,2,,,,,,,1.7,,1.7,,,,,,
1997-07-30,PA28-151,N40857,BED WST BID BED,1,2.5,2,3,,,,1.2,,2.5,,2.5,,,,,,
1997-07-31,PA28-151,N40857,BED HTO WST BED,1,2.5,1,2,,,,1.1,,2.5,,2.5,,,,,,
1997-08-04,PA28-151,N40857,BED PVC,1,0.9,1,,0.4,,1,,,0.9,,0.9,,,,,,
1997-08-04,PA28-151,N40857,PVC 3B2 BED,1,1.4,2,,0.5,,1,,,1.4,,1.4,,,,,,
1997-08-05,PA28-151,N40857,BED 6B6 BED,1,1,5,,,,,,,,,1,,,,,,
1997-08-07,PA28-151,N40857,BED CQX,1,0.9,1,,,,,,,0.9,,0.9,,,,,,
1997-08-07,PA28-151,N40857,CQX BED,1,1,,1,,,,0.8,,1,,1,,,,,,
1997-08-08,PA28-151,N40857,BED 5B3 IJD BED,1,1.7,3,,,,,,,1.7,,1.7,,,,,,
1997-08-08,PA28-151,N40857,BED WST BID,1,1.1,2,,,0.6,,,,1.1,,1.1,,,,,,
1997-08-08,PA28-151,N40857,BID BED,1,0.9,,1,,,,0.9,,0.9,,0.9,,,,,,
1997-08-10,PA28-151,N40857,BED 6B6,1,0.4,1,,,,,,,,,0.4,,,,,,
1997-08-11,PA28-151,N40857,6B6 WST BED,1,1.7,2,,,,,,,1.7,,1.7,,,,,,
1997-08-12,PA28-151,N40857,BED GBR BED,1,2.3,1,1,,,,1.1,,2.3,,2.3,,,,,,
1997-08-13,PA28-151,N40857,BED LWM BED,1,0.6,3,,,,,,,,,0.6,,,,,,
1997-08-14,PA28-151,N40857,BED EEN BED,1,1.4,1,1,,,,0.4,,1.4,,1.4,,,,,,
1997-08-15,PA28-151,N40857,BED 7B2 BED,1,1.6,2,,,,,,,1.6,,1.6,,,,,,
1997-08-17,PA28-151,N40857,BED GON BED,1,2,2,,,,,,,2,,2,,,,,,
1997-08-18,PA28-151,N40857,BED PVC BED,1,1.5,2,,,,,,,1.5,,1.5,,,,,,
1997-08-19,PA28-151,N40857,BED 7B2 BED,1,1.5,2,,,,,,,1.5,,1.5,,,,,,
1997-08-20,PA28-151,N40857,BED MVY BED,1,1.8,2,,,,,,,1.8,,1.8,,,,,,
1997-08-22,PA28-151,N40857,BED BED,1,0.7,1,,,,,,,,,0.7,,,,,,
1997-08-23,PA28-151,N40857,BED 6B6 EEN 6B6 BED,1,1.8,3,1,,,,0.1,,1.8,,1.8,,,,,,
1997-08-24,PA28-151,N40857,BED MVY BED,1,1.7,2,,,,,,,1.7,,1.7,,,,,,
1997-08-25,PA28-151,N40857,BED BED,1,1.1,1,,,,,,,,,1.1,,,,,,
1997-08-26,PA28-151,N40857,BED HWV BED,1,2.7,2,,,,,,,2.7,,2.7,,,,,,
1997-08-26,PA28-151,N40857,BED BED,1,0.8,1,,,,,,,,,0.8,,,,,,
1997-08-28,PA28-151,N40857,BED HWV BED,1,3.3,2,,,,,,,3.3,,3.3,,,,,,
1997-08-29,PA28R-201,N173ND,BED BED,1,0.8,6,,,,,,,,,,,0.8,,,,
1997-09-05,PA28R-201,N173ND,BED BED,1,1.5,3,,,,,,,,,,,1.5,,,,
1997-09-06,PA28-151,N40857,BED WST,1,1,1,,,,,,,1,,1,,,,,,
1997-09-13,PA28-151,N40857,WST 42B BED,1,1.5,2,,,,,,,1.5,,1.5,,,,,,
1997-09-15,PA28-151,N40857,BED 42B BED,1,2.4,1,1,,,,0.1,,2.4,,2.4,,,,,,
1997-09-16,PA28-151,N40857,BED PSF BED,1,2.4,2,,0.1,,1,,,2.4,,2.4,,,,,,
1997-09-19,PA28R-201,N173ND,BED BED,1,1.3,2,,,,,,,,,,,1.3,,,,
1997-09-21,PA28-151,N40857,BED EEN 6B6,1,2.7,2,,,,,,,2.7,,2.7,,,,,,
1997-09-21,PA28-151,N40857,6B6 BED,1,0.8,1,,,,,,,,,0.8,,,,,,
1997-09-24,PA28R-201,N173ND,BED BED,1,1.5,3,,,,,,,,,,,1.5,,,,
1997-09-24,PA28-151,N40857,BED PVC BED,1,1.6,1,1,,,,0.3,,1.6,,1.6,,,,,,
1997-09-27,PA28-151,N40857,BED MVY BED,1,2.1,1,1,,,,0.3,,2.1,,2.1,,,,,,
1997-10-01,PA28R-201,N173ND,BED EEN BED,1,1.6,3,,,,,,,1.6,,1.6,,,,,,
1997-10-03,PA28-151,N40857,BED 6B6 BED,1,0.8,2,,,,,,,,,0.8,,,,,,
1997-10-04,PA28-151,N40857,BED BED,1,2.2,1,,1.3,,3,,,,,2.2,,,,,,
1997-10-07,PA28-151,N40857,BED LCI 8B8 BED,1,1.8,3,,,,,,,1.8,,1.8,,,,,,
1997-10-08,PA28-151,N40857,BED FIT BED,1,1,2,,,,,,,,,1,,,,,,
1997-10-13,PA28-151,N40857,BED 0B5 EEN BED,1,1.6,2,1,,,,0.2,,1.6,,1.6,,,,,,
1997-10-14,PA28-151,N40857,BED BED,1,1.6,,1,1,,,0.1,,,,1.6,,,,,,
1997-10-20,PA28-151,N40857,BED FIT 6B6 BED,1,0.9,3,,,,,,,,,0.9,,,,,,
1997-10-21,PA28-151,N40857,BED BED,1,1,5,,,,,,,,,1,,,,,,
1997-10-22,PA28-151,N40857,BED TEB BED,1,4,,2,,,,2,,4,,4,,,,,,
1997-10-23,PA28-151,N40857,BED 6B6 BED,1,0.6,3,,,,,,,,,0.6,,,,,,
1997-10-26,PA28-151,N40857,BED PVC WST  BED,1,2.5,2,1,,,,0.1,,2.5,,2.5,,,,,,
1997-11-01,PA28-151,N40857,BED BED,1,1.8,1,,0.9,,3,,,,,1.8,,,,,,
1997-11-03,PA28-151,N40857,BED LWM BED,1,0.9,,4,,,,0.9,,,,0.9,,,,,,
1997-11-05,PA28-151,N40857,BED BED,1,1.7,,1,,1.6,4,1.7,,,,1.7,,,,,,
1997-11-08,PA28-151,N40857,BED BED,1,0.8,1,,0.7,,2,,,,,0.8,,,,,,
1997-11-10,PA28-151,N40857,BED BED,1,1.3,,1,0.6,,,1.3,,,,1.3,,,,,,
1997-11-16,PA28-151,N40857,BED UUU BED,1,1.6,2,,,,,,,1.6,,1.6,,,,,,
1997-11-26,PA28-151,N40857,BED 6B6 BED,1,0.9,,2,,,,0.6,,,,0.9,,,,,,
1997-11-29,PA28-151,N40857,BED GON BED,1,1.9,2,,,,,,,1.9,,1.9,,,,,,
1997-11-30,PA28-151,N40857,BED LCI 8B8 BED,1,1.7,2,,0.1,,,,,1.7,,1.7,,,,,,
1997-12-07,PA28-151,N40857,BED PVC WST  BED,1,2.8,3,,,,,,,2.8,,2.8,,,,,,
1997-12-13,PA28-151,N40857,BED ACK BED,1,2.3,2,,,,,,,2.3,,2.3,,,,,,
1997-12-21,PA28-151,N40857,BED OWD HIE BML BED,1,3.5,4,,,,,,,3.5,,3.5,,,,,,
1998-01-02,PA28-151,N40857,BED EEN BED,1,1.6,3,,,,,,,1.6,,1.6,,,,,,
1998-01-03,PA28-151,N40857,BED DXR BED,1,3,1,1,,,,1,,3,,3,,,,,,
1998-01-11,PA28-151,N40857,BED LCI BED,1,1.9,2,,,,,,,1.9,,1.9,,,,,,
1998-01-29,PA28-151,N40857,BED ORH 6B6 BED,1,1.1,,3,,,,1.1,,,,1.1,,,,,,
1998-01-31,PA28-151,N40857,BED BED,1,0.5,1,2,,,,0.2,,,,0.5,,,,,,
1998-02-01,PA28-151,N40857,BED PVC BED,1,1.6,1,1,,,,0.8,,1.6,,1.6,,,,,,
1998-02-07,PA28-151,N40857,BED LCI 8B8 BED,1,2,,4,,,,1.2,,2,,2,,,,,,
1998-02-08,PA28-151,N40857,BED BED,1,0.5,3,,,,,,,,,0.5,,,,,,
1998-02-08,PA28-151,N40857,BED BED,1,1.8,,1,,1.6,6,1.8,,,,1.8,,,,,,
1998-02-16,PA28-151,N40857,BED WST,1,0.9,1,,,,,,,0.9,,0.9,,,,,,
1998-03-06,PA28-151,N40857,WST BED,1,1,1,1,,,,0.1,,1,,1,,,,,,
1998-03-07,PA28-151,N40857,BED 6B6 BED,1,0.6,3,,,,,,,,,0.6,,,,,,
1998-03-20,PA28-151,N40857,BED AVP,1,2.4,1,,0.1,,,,,2.4,,2.4,,,,,,
1998-03-20,PA28-151,N40857,AVP LBE,1,2.1,1,,1.2,,,,,2.1,,2.1,,,,,,
1998-03-23,PA28-151,N40857,LBE AVP,1,1.7,1,,0.7,,,,,1.7,,1.7,,,,,,
1998-03-23,PA28-151,N40857,AVP BED,1,1.8,1,,,,,,,1.8,,1.8,,,,,,
1998-03-23,PA28-151,N40857,BED WST,1,0.9,1,,,,,,,0.9,,0.9,,,,,,
1998-03-25,PA28-151,N40857,WST BED,1,1.3,,1,,,,0.1,,1.3,,1.3,,,,,,
1998-03-26,PA28-151,N40857,BED FIT 6B6 BED,1,1,4,1,,,,0.1,,,,1,,,,,,
1998-03-28,PA28-151,N40857,BED BED,1,1,2,,,0.2,,,,,,1,,,,,,
1998-03-29,PA28-151,N40857,BED BED,1,1.2,2,,,,,,,,,1.2,,,,,,
1998-04-02,PA28-151,N40857,BED LWM BED,1,1.6,2,,1.4,,4,,,,,1.6,,,,,,
1998-04-04,PA28-151,N40857,BED 8B8 LCI,1,1.3,2,,,,,,,1.3,,1.3,,,,,,
1998-04-04,PA28-151,N40857,LCI 6B6 BED,1,1.2,2,,0.2,,,,,1.2,,1.2,,,,,,
1998-04-11,PA28-151,N40857,BED 7B2 BED,1,2.1,2,,,,,,,2.1,,2.1,,,,,,
1998-04-20,PA28-151,N40857,BED 6B6 BED,1,2.1,4,,0.3,,1,,,,,2.1,,,,,,
1998-04-26,PA28-151,N40857,BED OWD PVC BED,1,2.1,5,,0.4,,,,,2.1,,2.1,,,,,,
1998-05-14,PA28-151,N40857,BED PVC,1,0.8,1,,,,,,,0.8,,0.8,,,,,,
1998-05-14,PA28-151,N40857,PVC 6B6 BED,1,1,2,,,,,,,1,,1,,,,,,
1998-05-18,PA28-151,N40857,BED EEN BED,1,1.4,2,,,,,,,1.4,,1.4,,,,,,
1998-05-30,PA28-151,N40857,BED BID,1,1,1,,,,,,,1,,1,,,,,,
1998-05-30,PA28-151,N40857,BID BED,1,1,1,,,,,,,1,,1,,,,,,
1998-06-05,PA28-151,N40857,BED 6B6,1,0.3,1,,,,,,,,,0.3,,,,,,
1998-06-06,PA28-151,N40857,6B6 3B3 FIT BED,1,0.9,3,,,,,,,,,0.9,,,,,,
1998-06-09,PA28-151,N40857,BED 6B6 BED,1,0.6,2,,,,,,,,,0.6,,,,,,
1998-06-11,PA28-151,N40857,BED AVP,1,2.2,1,,0.8,,1,,,2.2,,2.2,,,,,,
1998-06-11,PA28-151,N40857,AVP LBE,1,2.4,1,,1.5,,1,,,2.4,,2.4,,,,,,
1998-06-14,PA28-151,N40857,LBE AVP,1,2,1,,0.3,,1,,,2,,2,,,,,,
1998-06-14,PA28-151,N40857,AVP BED,1,2.1,1,,1.2,,1,,,2.1,,2.1,,,,,,
1998-06-26,PA28-151,N40857,BED ORE 6B6,1,1.1,2,,,,,,,,,1.1,,,,,,
1998-06-27,PA28-151,N40857,6B6 BED,1,0.4,2,,,,,,,,,0.4,,,,,,
1998-06-28,PA28-151,N40857,BED EEN AFN BED,1,1.6,3,,,,,,,1.6,,1.6,,,,,,
1998-07-02,PA28-151,N40857,BED EVY,1,2.8,1,,,,,,,2.8,,2.8,,,,,,
1998-07-02,PA28-151,N40857,EVY 2N9,1,2.5,1,,,,,,,2.5,,2.5,,,,,$1.79,
1998-07-02,PA28-151,N40857,2N9 CUB,1,2,1,,,,,,,2,,2,,,,,,
1998-07-06,PA28-151,N40857,CUB SFQ,1,3,1,,,,,,,3,,3,,,,,$1.12,
1998-07-06,PA28-151,N40857,SFQ TGI,1,0.9,1,,,,,,,0.9,,0.9,,,,,,
1998-07-06,PA28-151,N40857,TGI OXC,1,2.5,1,,,,,,,2.5,,2.5,,,,,,
1998-07-06,PA28-151,N40857,OXC BED,1,1.2,1,,,,,,,1.2,,1.2,,,,,,
1998-07-09,PA28-151,N40857,BED 6B6 BED,1,0.8,3,,,,,,,,,0.8,,,,,,
1998-07-12,PA28-151,N40857,BED PVC BED,1,1.5,2,,,,,,,1.5,,1.5,,,,,,
1998-07-13,PA28-151,N40857,BED LCI BED,1,2,2,,,,,,,2,,2,,,,,,
1998-07-26,PA28-151,N40857,BED 6B6,1,0.3,1,,,,,,,,,0.3,,,,,,
1998-07-28,PA28-151,N40857,6B6 FIT 3B3 6B6,1,0.8,3,,,,,,,,,0.8,,,,,,
1998-08-01,PA28-151,N40857,6B6 32M BED 6B6,1,1.1,3,,,,,,,,,1.1,,,,,,
1998-08-02,PA28-151,N40857,6B6 PVC 6B6,1,1.5,2,,,,,,,1.5,,1.5,,,,,,
1998-08-02,PA28-151,N40857,6B6 AFN EEN 6B6,1,1.3,3,,,,,,,1.3,,1.3,,,,,,
1998-08-04,PA28-151,N40857,6B6 BAF,1,0.8,1,,,,,,,0.8,,0.8,,,,,,
1998-08-04,PA28-151,N40857,BAF 6B6,1,3.3,,3,,,,1,,3.3,,3.3,,,,,,
1998-08-09,PA28-151,N40857,6B6 2B2 6B6,1,1.2,2,,,,,,,,,1.2,,,,,,
1998-08-21,PA28-151,N40857,6B6 BED 6B6,1,0.8,2,,,,,,,,,0.8,,,,,,
1998-08-23,PA28-151,N40857,6B6 1B9 6B6,1,1,3,,,,,,,,,1,,,,,,
1998-08-28,PA28-151,N40857,6B6 BED 6B6,1,1.1,5,,,,,,,,,1.1,,,,,,
1998-08-30,PA28-151,N40857,6B6 PVC 6B6,1,1.5,2,,,,,,,1.5,,1.5,,,,,,
1998-08-30,PA28-151,N40857,6B6 BED 6B6,1,0.6,2,,,,,,,,,0.6,,,,,,
1998-09-01,PA28-151,N40857,6B6 WST BID 6B6,1,2.1,3,,,,,,,,,2.1,,,,,,
1998-09-02,PA28-151,N40857,6B6 6B6,1,0.2,1,,,,,,,,,0.2,,,,,,
1998-09-04,PA28-151,N40857,6B6 AVP,1,2.2,1,,,,,,,2.2,,2.2,,,,,,
1998-09-04,PA28-151,N40857,AVP LBE,1,2,1,,,,,,,2,,2,,,,,,
1998-09-06,PA28-151,N40857,LBE 6B6,1,3.2,1,,,,,,,3.2,,3.2,,,,,,
1998-09-07,PA28-151,N40857,6B6 BED 6B6,1,0.6,3,,,,,,,,,0.6,,,,,,
1998-09-08,PA28-151,N40857,6B6 FIT 6B6,1,1.1,4,,,,,,,,,1.1,,,,,,
1998-09-09,PA28-151,N40857,6B6 PVC BED 6B6,1,1.9,3,,,,,,,1.9,,1.9,,,,,,
1998-09-17,PA28-151,N40857,6B6 BED 6B6,1,0.5,3,,,,,,,,,0.5,,,,,,
1998-09-20,PA28-151,N40857,6B6 4V8 6B6,1,1.6,2,,,,,,,1.6,,1.6,,,,,,
1998-09-26,PA28-151,N40857,6B6 BED LWM 2B2 6B6,1,1.4,7,,,,,,,,,1.4,,,,,,
1998-09-27,PA28-151,N40857,6B6 BED 6B6,1,1.1,2,,,,,,,,,1.1,,,,,,
1998-10-03,PA28-151,N40857,6B6 6B1 SFM 6B6,1,1.7,3,,,,,,,1.7,,1.7,,,,,,
1998-10-04,PA28-151,N40857,6B6 0B5 7B2 6B6,1,1.5,3,,,,,,,1.5,,1.5,,,,,,
1998-10-05,PA28-151,N40857,6B6 BED 6B6,1,0.5,2,,,,,,,,,0.5,,,,,,
1998-10-11,PA28-151,N40857,6B6 BED 6B6,1,1.5,1,,0.5,,1,,,,,1.5,,,,,,
1998-10-13,PA28-151,N40857,6B6 CON 6B6,1,2.1,,3,1.8,,3,0.9,,,,2.1,,,,,,
1998-10-17,PA28-151,N40857,6B6 BED LWM 6B6,1,0.8,3,,,,,,,,,0.8,,,,,,
1998-10-18,PA28-151,N40857,6B6 PYM 6B6,1,1.4,2,,,,,,,,,1.4,,,,,,
1998-10-24,PA28-151,N40857,6B6 PVC 6B6,1,1.4,,2,,,,0.2,,1.4,,1.4,,,,,,
1998-10-25,PA28-151,N40857,6B6 EEN VSF 6B6,1,1.7,3,,,,,,,1.7,,1.7,,,,,,
1998-10-25,PA28-151,N40857,6B6 BED 6B6,1,0.5,3,,,,,,,,,0.5,,,,,,
1998-10-31,PA28-151,N40857,6B6 BED FIT 6B6,1,1.1,4,,,,,,,,,1.1,,,,,,
1998-11-07,PA28-151,N40857,6B6 PMX 6B6,1,1.2,2,,,,,,,,,1.2,,,,,,
1998-11-08,PA28-151,N40857,6B6 ASH BED 6B6,1,0.9,3,,,,,,,,,0.9,,,,,,
1998-11-14,PA28-151,N40857,6B6 BED 6B6,1,0.6,3,,,,,,,,,0.6,,,,,,
1998-11-14,PA28-151,N40857,6B6 ASH 9B1 6B6,1,1.1,3,,,,,,,,,1.1,,,,,,
1998-11-21,PA28-151,N40857,6B6 2B2 6B6,1,1.2,2,,,,,,,,,1.2,,,,,,
1998-11-22,PA28-151,N40857,6B6 3B0 6B6,1,1,2,,,,,,,,,1,,,,,,
1998-11-28,PA28-151,N40857,6B6 BED 6B6,1,0.5,2,,,,,,,,,0.5,,,,,,
1998-11-28,PA28-151,N40857,6B6 FIT 6B6,1,0.6,2,,,,,,,,,0.6,,,,,,
1998-11-29,PA28-151,N40857,6B6 LCI 6B6,1,2.6,2,,,,,,,2.6,,2.6,,,,,,
1998-12-05,PA28-151,N40857,6B6 6B6,1,0.2,1,,,,,,,,,0.2,,,,,,
1998-12-05,PA28-151,N40857,6B6 BED LWM 6B6,1,1,3,,,,,,,,,1,,,,,,
1998-12-05,PA28-151,N40857,6B6 FIT 6B6,1,0.8,2,,,,,,,,,0.8,,,,,,
1998-12-06,PA28-151,N40857,6B6 EWB BED 6B6,1,2.2,5,,0.2,,3,,,2.2,,2.2,,,,,,
1998-12-13,PA28-151,N40857,6B6 0B5 BED 6B6,1,1.7,3,,,,,,,1.7,,1.7,,,,,,
1998-12-19,PA28-151,N40857,6B6 PVC,1,0.9,1,,,,,,,0.9,,0.9,,,,,,
1998-12-19,PA28-151,N40857,PVC BED 6B6,1,1.1,2,,,,,,,1.1,,1.1,,,,,,
1998-12-20,PA28-151,N40857,6B6 EEN AFN BED 6B6,1,1.6,5,,,,,,,1.6,,1.6,,,,,,
1999-01-02,PA28-151,N40857,6B6 FIT 6B6,1,1.9,2,,,,,,,,,1.9,,,,,,
1999-01-10,PA28-151,N40857,6B6 2B2 BED 6B6,1,1.5,4,,,,,,,,,1.5,,,,,,
1999-01-25,PA28-151,N40857,6B6 BED 1B9 ORH 6B6,1,1.7,,5,,,,1.7,,,,1.7,,,,,,
1999-01-26,PA28-151,N40857,6B6 OXC 6B6,1,3.7,,2,,,,3.7,,3.7,,3.7,,,,,,
1999-01-27,PA28-151,N40857,6B6 BED FIT 6B6,1,1.3,,5,,,,1.3,,,,1.3,,,,,,
1999-01-31,PA28-151,N40857,6B6 7B2 0B5 6B6,1,1.7,3,,,,,,,1.7,,1.7,,,,,,
1999-02-06,PA28-151,N40857,6B6 BED EEN 6B6,1,1.6,4,,,,,,,1.6,,1.6,,,,,,
1999-02-07,PA28-151,N40857,6B6 BED FIT 6B6,1,0.9,3,,,,,,,,,0.9,,,,,,
1999-02-15,PA28-151,N40857,6B6 0B8 WST,1,1.2,2,,,,,,,1.2,,1.2,,,,,,
1999-03-10,PA28-151,N40857,WST 6B6,1,1.1,,1,,,,1.1,,1.1,,1.1,,,,,,
1999-03-13,PA28-151,N40857,6B6 WST 6B6,1,2.3,2,,,,,,,2.3,,2.3,,,,,,
1999-03-14,PA28-151,N40857,6B6 EEN BED 6B6,1,1.6,3,,,,,,,1.6,,1.6,,,,,,
1999-03-20,PA28-151,N40857,6B6 EVY,1,2.8,1,,,,,,,2.8,,2.8,,,,,,
1999-03-20,PA28-151,N40857,EVY 2N9,1,2.7,1,,,,,,,2.7,,2.7,,,,,,
1999-03-20,PA28-151,N40857,2N9 CUB,1,2.1,1,,,,,,,2.1,,2.1,,,,,,
1999-03-23,PA28-151,N40857,CUB W90,1,2.2,1,,,,,,,2.2,,2.2,,,,,$1.25,
1999-03-23,PA28-151,N40857,W90 LBE,1,1.8,1,,0.2,,,,,1.8,,1.8,,,,,,
1999-03-24,PA28-151,N40857,LBE 6B6,1,3.1,1,,0.3,,,,,3.1,,3.1,,,,,,
1999-03-26,PA28-151,N40857,6B6 LBE,1,3.5,,1,,,,1.2,,3.5,,3.5,,,,,,
1999-03-29,PA28-151,N40857,LBE 6B6,1,3.9,1,,,,,,,3.9,,3.9,,,,,,
1999-04-02,PA28-151,N40857,6B6 AVP,1,2.2,1,,0.3,,,,,2.2,,2.2,,,,,,
1999-04-02,PA28-151,N40857,AVP LBE,1,2.1,1,,0.7,,,,,2.1,,2.1,,,,,,
1999-04-05,PA28-151,N40857,LBE AVP,1,2.1,1,,,,,,,2.1,,2.1,,,,,,
1999-04-05,PA28-151,N40857,AVP 6B6,1,2.3,1,,,,,,,2.3,,2.3,,,,,,
1999-04-15,PA28-151,N40857,6B6 BED FIT 6B6,1,0.8,3,,,,,,,,,0.8,,,,,,
1999-04-21,PA28-151,N40857,6B6 8B5 7B2 BED 6B6,1,1.6,4,,,,,,,1.6,,1.6,,,,,,
1999-04-22,PA28-151,N40857,6B6 PVC 6B6,1,1.5,1,2,0.1,,,0.2,,1.5,,1.5,,,,,,
1999-04-24,PA28-151,N40857,6B6 LBE,1,3.9,1,,,,,,,3.9,,3.9,,,,,,
1999-04-26,PA28-151,N40857,LBE 6B6,1,3.5,1,,,,,,,3.5,,3.5,,,,,,
1999-05-06,PA28-151,N40857,6B6 BED FIT 6B6,1,1,4,,,,,,,,,1,,,,,,
1999-05-09,PA28-151,N40857,6B6 LCI 8B8 6B6,1,1.8,3,,,,,,,1.8,,1.8,,,,,,
1999-05-11,PA28-151,N40857,6B6 3B3 FIT 6B6,1,0.7,3,,,,,,,,,0.7,,,,,,
1999-05-12,PA28-151,N40857,6B6 MDT,1,3.2,1,,,,,0.6,,3.2,,3.2,,,,,$1.54,
1999-05-12,PA28-151,N40857,MDT LBE,1,1.6,1,,,,,,,1.6,,1.6,,,,,,
1999-05-16,PA28-151,N40857,LBE 6B6,1,3.9,1,,,,,,,3.9,,3.9,,,,,,
1999-05-17,PA28-151,N40857,6B6 6B6,1,0.5,2,,,,,,,,,0.5,,,,,,
1999-05-22,PA28-151,N40857,6B6 6B6,1,0.2,1,,,,,,,,,0.2,,,,,,
1999-05-28,PA28-151,N40857,6B6 1N0,1,3,1,,,,,,,3,,3,,,,,$1.70,
1999-05-28,PA28-151,N40857,1N0 2N9,1,2.2,1,,,,,,,2.2,,2.2,,,,,,
1999-05-28,PA28-151,N40857,2N9 CUB,1,2,1,,,,,,,2,,2,,,,,,
1999-06-01,PA28-151,N40857,CUB SFQ,1,2.7,1,,,,,,,2.7,,2.7,,,,,,
1999-06-01,PA28-151,N40857,SFQ 6B6,1,3.9,1,,,,,,,3.9,,3.9,,,,,,
1999-06-01,PA28-151,N40857,6B6 6B6,1,0.2,1,,,,,,,,,0.2,,,,,,
1999-06-06,PA28-151,N40857,6B6 BED 6B6,1,0.5,2,,,,,,,,,0.5,,,,,,
1999-06-11,PA28-151,N40857,6B6 FIT 3B3 6B6,1,0.8,3,,,,,,,,,0.8,,,,,,
1999-06-12,PA28-151,N40857,6B6 7B2 6B6,1,1.7,3,,,,,,,1.7,,1.7,,,,,,
1999-06-13,PA28-151,N40857,6B6 6B6,1,1.5,1,,,,,,,,,1.5,,,,,,
1999-06-15,PA28-151,N40857,6B6 BED 6B6,1,2.3,3,,,1.7,6,,,,,2.3,,,,,,
1999-06-16,PA28-151,N40857,6B6 BED 6B6,1,0.5,2,,,,,,,,,0.5,,,,,,
1999-06-20,PA28-151,N40857,6B6 BID 6B6,1,1.9,2,,,,,,,1.9,,1.9,,,,,,
1999-06-26,PA28-151,N40857,6B6 EEN BED 6B6,1,1.5,3,,,,,,,1.5,,1.5,,,,,,
1999-07-03,PA28-151,N40857,6B6 OWD 6B6,1,0.7,2,,,,,,,,,0.7,,,,,,
1999-07-05,PA28-151,N40857,6B6 EEN 4V8 BED 6B6,1,2.3,4,,,,,,,2.3,,2.3,,,,,,
1999-07-07,PA28-151,N40857,6B6 LWM BED 6B6,1,0.8,4,,,,,,,,,0.8,,,,,,
