DATE,AIRCRAFT MAKE & MODEL,AIRCRAFT IDENT,ROUTE OF FLIGHT,Legs,DURATION,LANDINGS DAY,LANDINGS NIGHT,INSTRUMENT,SIMULATED INSTRUMENT,APPROACHES & TYPE,NIGHT,SIMULATOR,CROSS COUNTRY,SOLO,PILOT IN COMMAND,SECOND IN COMMAND,DUAL,INSTRUCTOR,FLIGHT COST,EXPENSES,Fuel (gal)
2002-02-09,PA28-151,N40857,6B6 EEN 6B6,1,1.8,2,,,,,,,,,1.8,,,,,,
2002-02-16,PA28-151,N40857,6B6 WST,1,0.8,1,,,,,,,0.8,,0.8,,,,,,
2002-02-23,PA28-151,N40857,WST 6B6,1,0.9,1,,,,,,,0.9,,0.9,,,,,,
2002-02-24,PA28-151,N40857,6B6 FIT 3B3 BED 6B6,1,1.1,8,,,,,,,,,1.1,,,,,,
2002-03-01,PA28-151,N40857,6B6 ORH BED 6B6,1,0.9,2,1,,,,0.1,,,,0.9,,,,,,
2002-03-02,PA28-151,N40857,6B6 AFN GDM FIT 6B6,1,1.3,7,,,,,,,,,1.3,,,,,,
2002-03-04,PA28-151,N40857,6B6 ORH 6B6,1,0.8,2,,,,,,,,,0.8,,,,,,
2002-03-14,PA28-151,N40857,6B6 7B2 OWD 6B6,1,1.8,4,,,,,,,1.8,,1.8,,,,,,
2002-03-16,PA28-151,N40857,6B6 FIT 6B6,1,0.6,2,,,,,,,,,0.6,,,,,,
2002-03-23,PA28-151,N40857,6B6 6B6,1,0.2,1,,,,,,,,,0.2,,,,,,
2002-03-24,PA28-151,N40857,6B6 BLM,1,2.3,1,,,,,,,2.3,,2.3,,,,,,
2002-03-24,PA28-151,N40857,BLM SFQ,1,2.6,1,,,,,,,2.6,,2.6,,,,,,
2002-03-24,PA28-151,N40857,SFQ 45J,1,2.3,1,,,,,,,2.3,,2.3,,,,,,
2002-03-24,PA28-151,N40857,45J CUB,1,1.1,1,,,,,,,1.1,,1.1,,,,,,
2002-03-28,PA28-151,N40857,CUB W90,1,2.2,1,,0.1,,,,,2.2,,2.2,,,,,,
2002-03-28,PA28-151,N40857,W90 LBE,1,1.8,1,,,,,,,1.8,,1.8,,,,,,
2002-03-30,PA28-151,N40857,LBE 5G8 LBE,1,0.6,4,,,,,,,,,0.6,,,,,,
2002-03-30,PA28-151,N40857,LBE 6B6,1,3,,1,,,,3,,3,,3,,,,,,
2002-03-31,PA28-151,N40857,6B6 FIT 6B6,1,0.6,,4,,,,0.6,,,,0.6,,,,,,
2002-04-07,PA28-151,N40857,6B6 BED FIT 6B6,1,1,2,3,,,,0.5,,,,1,,,,,,
2002-04-12,PA28-151,N40857,6B6 OWD,1,0.3,1,,,,,,,,,0.3,,,,,,
2002-04-12,PA28-236,N1777A,OWD OWD,1,1,1,,,,,,,,,,,1,,,,
2002-04-12,PA28-151,N40857,OWD 6B6,1,0.3,1,,,,,,,,,0.3,,,,,,
2002-04-14,PA28-151,N40857,6B6 BED,1,0.3,1,,,,,,,,,0.3,,,,,,
2002-04-14,PA28-151,N40857,BED BED,1,0.6,1,,,,,,,,,0.6,,,,,,
2002-04-14,PA28-151,N40857,BED 6B6,1,0.3,1,,,,,,,,,0.3,,,,,,
2002-04-15,PA28-151,N40857,6B6 LWM 6B6,1,2.1,2,,1,,3,,,,,2.1,,,,,,
2002-04-17,PA28-151,N40857,6B6 ASH,1,0.4,1,,,,,,,,,0.4,,,,,,
2002-04-19,PA28-151,N40857,ASH 6B6,1,0.4,,1,,,,0.4,,,,0.4,,,,,,
2002-04-20,PA28-151,N40857,6B6 GDM 6B6,1,0.8,2,,,,,,,,,0.8,,,,,,
2002-04-21,PA28-151,N40857,6B6 WST,1,0.9,2,,,,,,,0.9,,0.9,,,,,,
2002-04-21,PA28-151,N40857,WST WST,1,0.9,1,,,0.8,3,,,,,0.9,,,,,,
2002-04-21,PA28-151,N40857,WST OWD,1,0.7,1,,,,,,,0.7,,0.7,,,,,,
2002-04-21,PA28-151,N40857,OWD 6B6,1,0.4,1,,,,,,,,,0.4,,,,,,
2002-04-26,PA28-151,N40857,6B6 OWD,1,0.3,1,,,,,,,,,0.3,,,,,,
2002-04-26,PA28-151,N40857,OWD WST,1,0.8,,1,,,,0.7,,0.8,,0.8,,,,,,
2002-04-26,PA28-151,N40857,WST 6B6,1,0.9,,1,,,,0.9,,0.9,,0.9,,,,,,
2002-04-27,PA28-151,N40857,6B6 RUT B01 GFL 6B6,1,2.6,4,,,,,,,2.6,,2.6,,,,,,
2002-04-27,PA28-151,N40857,6B6 ASH LWM BED,1,1,3,,,,,,,,,1,,,,,,
2002-05-17,PA28-236,N1777A,OWD WST EWB OWD,1,2,2,,,,2,,,2,,2,,2,,,,
2002-05-27,PA28-236,N1777A,OWD BED 6B6 OWD,1,1.5,3,,,0.8,3,,,,,1.5,,1.5,,,,
2002-05-29,PA28-236,N1777A,OWD 6B6,1,0.3,1,,,,,,,,,0.3,,,,,,
2002-05-29,PA28-236,N1777A,6B6 BED 6B6,1,0.6,2,,,,,,,,,0.6,,,,,,
2002-05-30,PA28-236,N1777A,6B6 FIT 6B6,1,1,3,,,,,,,,,1,,,,,,
2002-06-02,PA28-236,N1777A,6B6 GDM FIT BED 6B6,1,1.1,1,3,,,,0.8,,,,1.1,,,,,,
2002-06-03,PA28-236,N1777A,6B6 0B5 EEN 6B6,1,1.6,1,2,,,,0.6,,,,1.6,,,,,,
2002-06-08,PA28-236,N1777A,6B6 6B6,1,0.3,2,,,,,,,,,0.3,,,,,,
2002-06-08,PA28-236,N1777A,6B6 LBE,1,3.3,1,,,,,,,3.3,,3.3,,,,,,
2002-06-10,PA28-236,N1777A,LBE Q08,1,1.3,1,,0.3,,,,,1.3,,1.3,,,,,,
2002-06-10,PA28-236,N1777A,Q08 6B6,1,2.1,1,,,,,,,2.1,,2.1,,,,,,
2002-06-13,PA28-236,N1777A,6B6 AFN 6B6,1,0.9,2,,,,,,,,,0.9,,,,,,
2002-06-13,PA28-236,N1777A,6B6 FIT BED 6B6,1,0.9,1,3,,,,0.4,,,,0.9,,,,,,
2002-06-16,PA28-236,N1777A,6B6 BED FIT 6B6,1,1.1,2,,0.7,,4,,,,,1.1,,,,,,
2002-06-17,PA28-236,N1777A,6B6 1B9,1,0.5,1,,,,,,,,,0.5,,,,,,
2002-06-17,PA28-236,N1777A,1B9 6B6,1,0.7,,1,,,,0.1,,,,0.7,,,,,,12
2002-06-18,PA28-236,N1777A,6B6 LCI,1,0.7,1,,,,,,,0.7,,0.7,,,,,,
2002-06-18,PA28-236,N1777A,LCI 8B8 6B6,1,1,2,1,,,,0.3,,1,,1,,,,,,19
2002-06-19,PA28-236,N1777A,6B6 LWM ASH 6B6,1,1.1,2,1,,,,0.4,,,,1.1,,,,,,
2002-06-20,PA28-236,N1777A,6B6 8B5,1,0.4,1,,,,,,,,,0.4,,,,,,16
2002-06-20,PA28-236,N1777A,8B5 6B6,1,0.4,1,,,,,,,,,0.4,,,,,$2.00,16
2002-06-20,PA28-236,N1777A,6B6 FIT 6B6,1,0.5,3,,,,,,,,,0.5,,,,,,
2002-06-23,PA28-236,N1777A,6B6 1B9,1,0.4,1,,0.2,,,,,,,0.4,,,,,,
2002-06-23,PA28-236,N1777A,1B9 6B6,1,0.4,1,,,,,,,,,0.4,,,,,,
2002-06-24,PA28-236,N1777A,6B6 FIT 6B6,1,0.9,2,1,,,,0.2,,,,0.9,,,,,,
2002-06-25,PA28-236,N1777A,6B6 ORH,1,0.3,1,,,,,,,,,0.3,,,,,,
2002-06-25,PA28-236,N1777A,ORH 8B5,1,0.3,1,,,,,,,,,0.3,,,,,$2.00,32
2002-06-25,PA28-236,N1777A,8B5 6B6,1,0.3,1,,,,,,,,,0.3,,,,,,
2002-06-26,PA28-236,N1777A,6B6 ORH,1,0.3,1,,,,,,,,,0.3,,,,,,
2002-06-26,PA28-236,N1777A,ORH 6B6,1,0.3,1,,,,,,,,,0.3,,,,,,9
2002-06-28,PA28-236,N1777A,6B6 6B6,1,0.3,2,,,,,,,,,0.3,,,,,,
2002-06-29,PA28-236,N1777A,6B6 SFQ,1,3.5,1,,,,,,,3.5,,3.5,,,,,,48
2002-06-29,PA28-236,N1777A,SFQ CUB,1,2.4,1,,,,,,,2.4,,2.4,,,,,,
2002-06-30,PA28-236,N1777A,CUB 35A,1,0.7,1,,,,,,,0.7,,0.7,,,,,,39
2002-06-30,PA28-236,N1777A,35A CUB,1,0.7,1,,,,,,,0.7,,0.7,,,,,,6
2002-07-03,PA28-236,N1777A,CUB SFQ,1,2.6,1,,,,,,,2.6,,2.6,,,,,,34
2002-07-03,PA28-236,N1777A,SFQ JGG,1,0.5,1,,0.2,,,,,,,0.5,,,,,,5
2002-07-03,PA28-236,N1777A,JGG HEF,1,1.1,1,,0.2,,,,,1.1,,1.1,,,,,,13
2002-07-05,PA28-236,N1777A,HEF 6B6,1,3.5,1,,,,,,,3.5,,3.5,,,,,,45
2002-07-07,PA28-236,N1777A,6B6 OWD,1,0.3,1,,,,,,,,,0.3,,,,,,
2002-07-07,PA28-236,N1777A,OWD 6B6,1,0.4,1,,,,,,,,,0.4,,,,,,
2002-07-07,PA28-236,N1777A,6B6 6B6,1,0.1,1,,,,,,,,,0.1,,,,,,
2002-07-07,PA28-236,N1777A,6B6 FIT 6B6,1,0.9,2,,0.6,,2,,,,,0.9,,,,,,
2002-07-14,PA28-236,N1777A,6B6 6B6,1,0.4,2,,,,,,,,,0.4,,,,,,
2002-07-15,PA28-236,N1777A,6B6 FIT 6B6,1,0.5,2,,,,,,,,,0.5,,,,,,
2002-07-22,PA28-236,N1777A,6B6 WST,1,0.7,1,,,,,,,,,0.7,,,,,,37
2002-07-31,PA28-236,N1777A,WST 6B6,1,1,2,,,,,,,1,,1,,,,,,
2002-08-01,PA28-236,N1777A,6B6 8B5,1,0.4,1,,,,,,,,,0.4,,,,,,
2002-08-01,PA28-236,N1777A,8B5 WST,1,0.7,1,,,,,,,0.7,,0.7,,,,,,
2002-08-01,PA28-236,N1777A,WST 6B6,1,0.7,1,,,,,,,0.7,,0.7,,,,,,
2002-08-01,PA28-236,N1777A,6B6 BED,1,0.3,1,,,,,,,,,0.3,,,,,,
2002-08-01,PA28-236,N1777A,BED 6B6,1,0.3,1,,,,,,,,,0.3,,,,,,
2002-08-01,PA28-236,N1777A,6B6 FIT 6B6,1,0.4,2,,,,,,,,,0.4,,,,,,38
2002-08-04,PA28-236,N1777A,6B6 1B2,1,0.9,1,,,,,,,0.9,,0.9,,,,,,
2002-08-04,PA28-236,N1777A,1B2 6B6,1,0.9,1,,0.1,,,,,0.9,,0.9,,,,,,21
2002-08-10,PA28-236,N1777A,6B6 OWD 6B6,1,0.6,2,,,,,,,,,0.6,,,,,,
2002-08-11,PA28-236,N1777A,6B6 OWD,1,0.3,1,,,,,,,,,0.3,,,,,,
2002-08-11,PA28-236,N1777A,OWD MVY,1,0.7,1,,,,,,,0.7,,0.7,,,,,,
2002-08-11,PA28-236,N1777A,MVY OWD,1,0.9,1,,,,,,,0.9,,0.9,,,,,,
2002-08-11,PA28-236,N1777A,OWD 6B6,1,0.4,1,,,,,,,,,0.4,,,,,,
2002-08-17,PA28-236,N1777A,6B6 EEN 8B1,1,0.8,2,,,,,,,,,0.8,,,,,,
2002-08-17,PA28-236,N1777A,8B1 6B6,1,0.5,1,,,,,,,,,0.5,,,,,,44
2002-08-21,PA28-236,N1777A,6B6 LWM ASH 6B6,1,1,2,3,,,,0.7,,,,1,,,,,,11
2002-08-31,PA28-236,N1777A,6B6 LBE,1,3,1,,,,,,,3,,3,,,,,,
2002-09-03,PA28-236,N1777A,LBE 6B6,1,3.5,1,,,,,,,3.5,,3.5,,,,,,
2002-09-04,PA28-236,N1777A,6B6 OWD BED 6B6,1,1.1,1,3,,,,0.8,,,,1.1,,,,,,53
2002-09-06,PA28-236,N1777A,6B6 LBE,1,3,,1,,,,0.9,,3,,3,,,,,,40
2002-09-07,PA28-236,N1777A,LBE 6B6,1,3.4,,1,,,,0.2,,3.4,,3.4,,,,,,
2002-09-08,PA28-236,N1777A,6B6 FIT 6B6,1,0.6,3,,,,,,,,,0.6,,,,,,49
2002-09-18,PA28-236,N1777A,6B6 ORH,1,0.3,1,,,,,,,,,0.3,,,,,,
2002-09-20,PA28-236,N1777A,ORH 6B6,1,0.5,,1,,,,0.1,,,,0.5,,,,,,
2002-09-21,PA28-236,N1777A,6B6 AFN 6B6,1,0.8,2,,,,,,,,,0.8,,,,,,16
2002-09-23,PA28-236,N1777A,6B6 BED FIT 6B6,1,0.9,2,2,,,,0.5,,,,0.9,,,,,,
2002-09-24,PA28-236,N1777A,6B6 ORH,1,0.4,1,,,,,,,,,0.4,,,,,,
2002-09-26,PA28-236,N1777A,ORH 6B6,1,0.4,1,,,,,,,,,0.4,,,,,,18
2002-10-06,PA28-236,N1777A,6B6 ORE 6B6,1,1.1,2,,,,,,,,,1.1,,,,,,
2002-10-06,PA28-236,N1777A,6B6 OWD,1,0.3,1,,,,,,,,,0.3,,,,,,
2002-10-06,PA28-236,N1777A,OWD OWD,1,2.1,1,,,1.8,6,,,,,2.1,,,,,,
2002-10-06,PA28-236,N1777A,OWD 6B6,1,0.4,1,,,,,,,,,0.4,,,,,,39
2002-10-17,PA28-236,N1777A,6B6 6B6,1,0.2,1,,,,,,,,,0.2,,,,,,
2002-10-18,PA28-236,N1777A,6B6 SFQ,1,3.8,1,,,,,,,3.8,,3.8,,,,,,53
2002-10-18,PA28-236,N1777A,SFQ CUB,1,2.5,1,,,,,,,2.5,,2.5,,,,,,32
2002-10-22,PA28-236,N1777A,CUB SFQ,1,2.5,1,,0.3,,,,,2.5,,2.5,,,,,,32
2002-10-22,PA28-236,N1777A,SFQ 6B6,1,3.1,1,,,,,,,3.1,,3.1,,,,,,41
2002-11-09,PA28-236,N1777A,6B6 CON 6B6,1,1.2,2,,,,,,,,,1.2,,,,,,14
2002-11-19,PA28-236,N1777A,6B6 ASH EEN 6B6,1,1.4,3,,0.1,,,,,,,1.4,,,,,,16
2002-11-30,PA28-236,N1777A,6B6 WST,1,0.9,1,,,,,,,0.9,,0.9,,,,,,
2002-11-30,PA28-236,N1777A,WST OWD,1,0.7,,1,,,,0.7,,0.7,,0.7,,,,,,
2002-11-30,PA28-236,N1777A,OWD 6B6,1,0.3,,1,,,,0.3,,,,0.3,,,,,,21
2002-12-22,PA28-236,N1777A,6B6 ORH BED 6B6,1,1.1,5,,,,,,,,,1.1,,,,,,
2002-12-24,PA28-236,N1777A,6B6 PSF 6B6,1,1.7,2,,,,,,,1.7,,1.7,,,,,,33
2002-12-27,PA28-236,N1777A,6B6 BED LWM FIT 6B6,1,1.4,5,3,,,,0.4,,,,1.4,,,,,,
2002-12-28,PA28-236,N1777A,6B6 ASH 6B6,1,0.8,3,,,,,,,,,0.8,,,,,,21
2002-12-30,PA28-236,N1777A,6B6 AFN GDM FIT 6B6,1,1.1,3,1,,,,0.1,,,,1.1,,,,,,12
2003-01-05,PA28-236,N1777A,6B6 OWD,1,0.5,1,,,,,,,,,0.5,,,,,,
2003-01-05,PA28-236,N1777A,OWD WST,1,0.7,1,,,,,,,0.7,,0.7,,,,,,
2003-01-05,PA28-236,N1777A,WST 6B6,1,0.7,1,,,,,,,0.7,,0.7,,,,,,
2003-01-26,PA28-236,N1777A,6B6 PVC 6B6,1,1.4,2,,,,,,,1.4,,1.4,,,,,,38
2003-02-25,PA28-236,N1777A,6B6 EEN 6B6,1,1.1,1,1,,,,0.1,,,,1.1,,,,,,
2003-02-26,PA28-236,N1777A,6B6 BID WST,1,1.1,1,1,,,,0.1,,1.1,,1.1,,,,,,
2003-03-08,PA28-236,N1777A,WST 6B6,1,0.7,1,,,,,,,0.7,,0.7,,,,,,39
2003-03-12,PA28-236,N1777A,6B6 PVC 6B6,1,1.7,,3,0.2,,,1.7,,1.7,,1.7,,,,,,18
2003-03-16,PA28-236,N1777A,6B6 OWD PVC OWD 6B6,1,2.5,4,,,,,,,2.5,,2.5,,,,,,27
2003-03-22,PA28-236,N1777A,6B6 PVC 6B6,1,2.2,3,,1.2,,3,,,2.2,,2.2,,,,,,28
2003-03-23,PA28-236,N1777A,6B6 GDM 6B6,1,0.8,3,,,,,,,,,0.8,,,,,,9
2003-03-24,PA28-236,N1777A,6B6 OWD OWD 6B6,1,1.9,1,2,,1.2,3,0.9,,,,1.9,,,,,,23
2003-04-06,PA28-236,N1777A,6B6 FIT 0B5 EEN 6B6,1,1.3,3,1,,,,0.3,,,,1.3,,,,,,17
2003-04-12,PA28-236,N1777A,6B6 LWM BED 6B6,1,0.9,2,1,,,,0.2,,,,0.9,,,,,,
2003-04-13,PA28-236,N1777A,6B6 EEN 6B6,1,1,2,,,,,,,,,1,,,,,,
2003-04-13,PA28-236,N1777A,6B6 3B2 6B6,1,1,2,,,,,,,,,1,,,,,,31
2003-04-18,PA28-236,N1777A,6B6 LBE,1,3.6,1,,0.8,,,,,3.6,,3.6,,,,,$3.10,52
2003-04-20,PA28-236,N1777A,LBE 6B6,1,2.9,1,1,,,,0.2,,2.9,,2.9,,,,,,37
2003-04-21,PA28-236,N1777A,6B6 OWD SFZ 6B6,1,1.1,3,,,,,,,,,1.1,,,,,,12
2003-04-27,PA28-236,N1777A,6B6 EWB TAN 6B6,1,1.4,6,,,,,,,1.4,,1.4,,,,,,16
2003-05-03,PA28-236,N1777A,6B6 3B3 FIT 6B6,1,0.7,6,,,,,,,,,0.7,,,,,,
2003-05-04,PA28-236,N1777A,6B6 3B2 PVC 6B6,1,1.5,3,1,,,,0.2,,1.5,,1.5,,,,,,
2003-05-05,PA28-236,N1777A,6B6 FIT,1,0.2,1,,,,,,,,,0.2,,,,,$2.80,27
2003-05-05,PA28-236,N1777A,FIT 6B6,1,0.3,1,,,,,,,,,0.3,,,,,,
2003-05-10,PA28-236,N1777A,6B6 ASH 6B6,1,0.9,2,,,,,,,,,0.9,,,,,,
2003-05-11,PA28-236,N1777A,6B6 AFN,1,0.4,1,,,,,,,,,0.4,,,,,,
2003-05-11,PA28-236,N1777A,AFN FIT,1,0.3,1,,,,,,,,,0.3,,,,,,20
2003-05-11,PA28-236,N1777A,FIT 6B6,1,0.3,1,,,,,,,,,0.3,,,,,,
2003-05-17,PA28-236,N1777A,6B6 FIT 6B6,1,0.5,4,,,,,,,,,0.5,,,,,,
2003-05-18,PA28-236,N1777A,6B6 SFZ 6B6,1,1,4,,,,,,,,,1,,,,,,19
2003-05-25,PA28-236,N1777A,6B6 SFZ,1,0.7,1,,0.5,,1,,,,,0.7,,,,,,
2003-05-25,PA28-236,N1777A,SFZ 6B6,1,1.1,1,,0.9,,3,,,,,1.1,,,,,,24
2003-05-25,PA28-236,N1777A,6B6 6B6,1,0.3,2,,,,,,,,,0.3,,,,,,
2003-05-27,PA28-236,N1777A,6B6 OWD 1B9 OWD PVC OWD 6B6,1,2.3,2,4,,,,1.6,,2.3,,2.3,,,,,,23
2003-06-15,PA28-236,N1777A,6B6 BID,1,0.6,1,,,,,,,0.6,,0.6,,,,,,
2003-06-15,PA28-236,N1777A,BID 6B6,1,3.2,,1,,,,2,,,,3.2,,,,,,
2003-06-16,PA28-236,N1777A,6B6 FIT 6B6,1,0.4,2,,,,,,,,,0.4,,,,,,58
2003-06-21,PA28-236,N1777A,6B6 FIT 6B6,1,0.7,2,,,,,,,,,0.7,,,,,,
2003-06-22,PA28-236,N1777A,6B6 FIT,1,0.2,1,,,,,,,,,0.2,,,,,,11
2003-06-22,PA28-236,N1777A,FIT 6B6,1,0.5,3,,,,,,,,,0.5,,,,,,
2003-06-23,PA28-236,N1777A,6B6 SFZ 6B6,1,0.9,3,,,,,,,,,0.9,,,,,,14
2003-06-28,PA28-236,N1777A,6B6 BED 6B6,1,0.5,3,,,,,,,,,0.5,,,,,,
2003-06-29,PA28-236,N1777A,6B6 0B5 7B2 6B6,1,1.1,3,,,,,,,,,1.1,,,,,,20
2003-07-05,PA28-236,N1777A,6B6 SFQ,1,3.7,1,,1.3,,,,,3.7,,3.7,,,,,$1.95,54
2003-07-05,PA28-236,N1777A,SFQ CUB,1,2.5,1,,,,,,,2.5,,2.5,,,,,$2.88,34
2003-07-09,PA28-236,N1777A,CUB LBE,1,3.3,1,,0.4,,1,,,3.3,,3.3,,,,,$3.10,46
2003-07-10,PA28-236,N1777A,LBE FIT,1,2.7,1,,0.2,,,,,2.7,,2.7,,,,,,36
2003-07-10,PA28-236,N1777A,FIT 6B6,1,0.2,1,,,,,,,,,0.2,,,,,$2.68,
2003-07-10,PA28-236,N1777A,6B6 6B6,1,0.1,1,,,,,,,,,0.1,,,,,,
2003-07-12,PA28-236,N1777A,6B6 6B6,1,0.5,3,,,,,,,,,0.5,,,,,,
2003-07-13,PA28-236,N1777A,6B6 1B2,1,0.9,1,,,,,,,0.9,,0.9,,,,,,
2003-07-13,PA28-236,N1777A,1B2 SFZ,1,0.6,1,,,,,,,0.6,,0.6,,,,,,
2003-07-13,PA28-236,N1777A,SFZ SFZ,1,1.2,1,,,,,,,,,1.2,,,,,,
2003-07-13,PA28-236,N1777A,SFZ 6B6,1,0.5,1,,,,,,,,,0.5,,,,,,
2003-07-18,PA28-236,N1777A,6B6 2G9,1,3.7,1,,,,,,,3.7,,3.7,,,,,$2.15,55
2003-07-18,PA28-236,N1777A,2G9 LBE,1,0.3,1,,,,,,,,,0.3,,,,,,
2003-07-19,PA28-236,N1777A,LBE 6B6,1,2.7,1,,,,,,,2.7,,2.7,,,,,,41
2003-07-20,PA28-236,N1777A,6B6 LEW,1,1.2,1,,,,,,,1.2,,1.2,,,,,,18
2003-07-20,PA28-236,N1777A,LEW 6B6,1,1.1,1,,,,,,,1.1,,1.1,,,,,,13
2003-07-26,PA28-236,N1777A,6B6 SFZ 6B6,1,1,2,,,,,,,,,1,,,,,,
2003-08-09,PA28-236,N1777A,6B6 FIT 6B6,1,0.5,3,,,,,,,,,0.5,,,,,,
2003-08-14,PA28-236,N1777A,6B6 BED 6B6,1,0.5,,3,,,,0.5,,,,0.5,,,,,,
2003-08-17,PA28-236,N1777A,6B6 FIT,1,0.2,1,,,,,,,,,0.2,,,,,,27
2003-08-17,PA28-236,N1777A,FIT 6B6,1,0.3,1,,,,,,,,,0.3,,,,,,
2003-08-21,PA28-236,N1777A,6B6 6B6,1,0.1,1,,,,,,,,,0.1,,,,,,
2003-08-22,PA28-236,N1777A,6B6 SFQ,1,3.9,1,,3,,,,,3.9,,3.9,,,,,,56
2003-08-22,PA28-236,N1777A,SFQ CUB,1,2.3,1,,,,,,,2.3,,2.3,,,,,$2.88,11
2003-08-31,PA28-236,N1777A,CUB SFQ,1,2.2,1,,0.2,,,,,2.2,,2.2,,,,,$2.09,51
2003-08-31,PA28-236,N1777A,SFQ 6B6,1,3.2,1,,0.3,,,,,3.2,,3.2,,,,,,
2003-09-01,PA28-236,N1777A,6B6 FIT,1,0.2,1,,,,,,,,,0.2,,,,,,42
2003-09-01,PA28-236,N1777A,FIT WST,1,0.7,1,,,,,,,0.7,,0.7,,,,,,
2003-09-01,PA28-236,N1777A,WST OWD,1,0.6,1,,,,,,,0.6,,0.6,,,,,,
2003-09-01,PA28-236,N1777A,OWD FIT,1,0.4,1,,,,,,,,,0.4,,,,,,21
2003-09-01,PA28-236,N1777A,FIT 6B6,1,0.2,1,,,,,,,,,0.2,,,,,,
2003-09-14,PA28-236,N1777A,6B6 6B6,1,1.6,1,,1,,2,,,,,1.6,,,,,,
2003-09-18,PA28-236,N1777A,6B6 OWD,1,0.3,1,,,,,,,,,0.3,,,,,,
2003-09-18,PA28-236,N1777A,OWD WST,1,0.6,1,,,,,,,0.6,,0.6,,,,,,
2003-09-18,PA28-236,N1777A,WST 6B6,1,0.6,1,,,,,,,0.6,,0.6,,,,,,
2003-09-20,PA28-236,N1777A,6B6 FIT,1,0.3,1,,,,,,,,,0.3,,,,,$2.68,46
2003-09-20,PA28-236,N1777A,FIT 6B6,1,0.2,1,,,,,,,,,0.2,,,,,,
2003-09-24,PA28-236,N1777A,6B6 ORH 6B6,1,0.8,2,,,,,,,,,0.8,,,,,,
2003-10-05,PA28-236,N1777A,6B6 EEN 6B6,1,1.3,2,4,,,,0.7,,,,1.3,,,,,,
2003-10-08,PA28-236,N1777A,6B6 ORH FIT,1,1.1,3,,,,,,,,,1.1,,,,,,37
2003-10-08,PA28-236,N1777A,FIT 6B6,1,0.2,1,,,,,,,,,0.2,,,,,,
2003-10-13,PA28-236,N1777A,6B6 ORH 6B6,1,0.8,,3,,,,0.6,,,,0.8,,,,,,
2003-10-15,PA28-236,N1777A,6B6 BED 6B6,1,0.6,4,,,,,,,,,0.6,,,,,,
2003-10-18,PA28-236,N1777A,6B6 AFN,1,0.5,1,,,,,,,,,0.5,,,,,,22
2003-10-18,PA28-236,N1777A,AFN 6B6,1,0.5,1,,,,,,,,,0.5,,,,,,
2003-10-18,PA28-236,N1777A,6B6 ASH 6B6,1,0.7,,3,,,,0.7,,,,0.7,,,,,,
2003-11-01,PA28-236,N1777A,6B6 ORH 6B6,1,0.7,4,,,,,,,,,0.7,,,,,,
2003-11-02,PA28-236,N1777A,6B6 ASH LWM BED 6B6,1,0.9,5,,,,,,,,,0.9,,,,,,
2003-11-08,PA28-236,N1777A,6B6 GDM FIT,1,0.8,5,,,,,,,,,0.8,,,,,$2.68,38
2003-11-08,PA28-236,N1777A,FIT 6B6,1,0.2,1,,,,,,,,,0.2,,,,,,
2003-11-16,PA28-236,N1777A,6B6 LCI 8B8 6B6,1,1.5,3,,,,,,,1.5,,1.5,,,,,,
2003-11-27,PA28-236,N1777A,6B6 PVC 6B6,1,1.4,3,,,,,,,1.4,,1.4,,,,,,
2003-11-30,PA28-236,N1777A,6B6 FIT,1,0.3,1,,,,,,,,,0.3,,,,,,42
2003-11-30,PA28-236,N1777A,FIT 6B6,1,0.2,1,,,,,,,,,0.2,,,,,,
2003-12-04,PA28-236,N1777A,6B6 ASH GDM 6B6,1,1,,3,,,,1,,,,1,,,,,,
2003-12-20,PA28-236,N1777A,6B6 8B1 6B6,1,1.1,4,,,,,,,,,1.1,,,,,,
2003-12-21,PA28-236,N1777A,6B6 OWD,1,0.3,1,,,,,,,,,0.3,,,,,,
2003-12-21,PA28-236,N1777A,OWD OWD,1,1.8,1,,,1.6,6,,,,,1.8,,,,,,
2003-12-21,PA28-236,N1777A,OWD 6B6,1,0.3,1,,,,,,,,,0.3,,,,,,52
2003-12-22,PA28-236,N1777A,6B6 ORH,1,0.4,1,,,,,,,,,0.4,,,,,,
2003-12-22,PA28-236,N1777A,ORH 6B6,1,0.3,1,,,,,,,,,0.3,,,,,,
2003-12-22,PA28-236,N1777A,6B6 BED 6B6,1,0.8,,4,,,,0.8,,,,0.8,,,,,,
2003-12-23,PA28-236,N1777A,6B6 6B6,1,0.5,2,,,,,,,,,0.5,,,,,,
2003-12-26,PA28-236,N1777A,6B6 FIT 6B6,1,0.6,,3,,,,0.6,,,,0.6,,,,,,
2003-12-27,PA28-236,N1777A,6B6 LWM 6B6,1,1,1,3,,,,0.3,,,,1,,,,,,33
2003-12-28,PA28-236,N1777A,6B6 OWD PVC OWD 6B6,1,1.8,,4,,,,1.8,,1.2,,1.8,,,,,,
2003-12-29,PA28-236,N1777A,6B6 EEN,1,0.7,1,,,,,,,,,0.7,,,,,,27
2003-12-29,PA28-236,N1777A,EEN 6B6,1,0.4,,1,,,,0.2,,,,0.4,,,,,,
2003-12-31,PA28-236,N1777A,6B6 ASH FIT 6B6,1,0.9,,4,,,,0.9,,,,0.9,,,,,,
2004-02-12,PA28-236,N1777A,6B6 WST,1,1,,3,,,,1,,,,1,,,,,,
